From Date,PM2.5,PM10,NO2,SO2
01/01/2022 00:00,70.45,112.11,15.2,7.03
02/01/2022 00:00,74.89,116.44,15.29,6.31
03/01/2022 00:00,None,134.19,18.49,7.26
04/01/2022 00:00,70.25,137.26,17.07,7.09
05/01/2022 00:00,70.26,118.4,11.47,5.53
06/01/2022 00:00,54.75,87.99,12.26,4.86
07/01/2022 00:00,38.97,64.65,9.56,4.86
08/01/2022 00:00,29.79,50.61,6.68,4.74
09/01/2022 00:00,30.06,47.06,4.84,4.88
10/01/2022 00:00,32.11,55.94,4.3,4.13
11/01/2022 00:00,28.84,45.79,3.88,4.74
12/01/2022 00:00,41.65,69.02,13.72,8.91
13/01/2022 00:00,33.07,48.88,9.46,5.2
14/01/2022 00:00,25.12,39.43,5.35,5.2
15/01/2022 00:00,41.75,73.57,10.56,9.76
16/01/2022 00:00,53.77,71.63,13.31,12.37
17/01/2022 00:00,42.79,65.03,13.55,9.93
18/01/2022 00:00,53.47,97.58,17.29,12.26
19/01/2022 00:00,59.57,117.54,17.07,8.9
20/01/2022 00:00,50.65,105.53,17.38,5.96
21/01/2022 00:00,57.79,117.23,14.75,6.55
22/01/2022 00:00,44.26,103.42,12.93,7.75
23/01/2022 00:00,34.26,87.16,10.78,5.79
24/01/2022 00:00,67.6,165.1,10,7.1
25/01/2022 00:00,80.13,178.87,13.78,9.21
26/01/2022 00:00,82.48,177.74,18.75,13.35
27/01/2022 00:00,76.83,179.84,21.74,24.53
28/01/2022 00:00,48.47,124.78,17.07,14.79
29/01/2022 00:00,46.48,105.9,19.3,14.84
30/01/2022 00:00,68.13,148.31,25.14,12.63
31/01/2022 00:00,67.66,156.37,25.04,8.78
01/02/2022 00:00,66.87,145.8,25.82,8.66
02/02/2022 00:00,64.21,133.66,18.62,6.86
03/02/2022 00:00,55.04,104.62,8.53,6.91
04/02/2022 00:00,47.37,127,8.16,9
05/02/2022 00:00,None,None,None,None
06/02/2022 00:00,None,None,None,None
07/02/2022 00:00,46,126.09,13.98,12.52
08/02/2022 00:00,54.96,126.71,13.8,11.3
09/02/2022 00:00,46.69,101.65,6.86,7.94
10/02/2022 00:00,55.39,107.63,10.41,12.76
11/02/2022 00:00,74.14,140.94,21.96,40.31
12/02/2022 00:00,62.08,127.17,29.39,61.39
13/02/2022 00:00,58.1,130.02,29.16,20.59
14/02/2022 00:00,65.35,131.95,25.85,13.92
15/02/2022 00:00,60.06,105.46,12.09,12.88
16/02/2022 00:00,53.5,99.38,9.54,13.48
17/02/2022 00:00,48,86.25,6.25,16.53
18/02/2022 00:00,47.12,86.27,8.18,10.53
19/02/2022 00:00,42.67,89.87,12.27,8.77
20/02/2022 00:00,52.27,113.85,13.93,13.95
21/02/2022 00:00,60.67,137.79,31.19,23.72
22/02/2022 00:00,60.48,132.18,24.22,15.69
23/02/2022 00:00,42.52,87.36,11.8,10.31
24/02/2022 00:00,39.15,92.55,20.29,10.17
25/02/2022 00:00,36.24,89.2,15.57,7.05
26/02/2022 00:00,26.56,76.56,12.31,7.53
27/02/2022 00:00,19.23,62.23,11.49,8.35
28/02/2022 00:00,19.57,64.23,14.75,7.4
01/03/2022 00:00,21.6,64.92,13.56,9.32
02/03/2022 00:00,26.59,81.97,17.86,9.46
03/03/2022 00:00,36.88,104.47,26.33,9.74
04/03/2022 00:00,38.17,100.47,18.59,12.1
05/03/2022 00:00,36.12,88.65,13.73,11.76
