From Date,PM2.5,PM10,NO2,SO2
11/09/2018 00:00,25.03,61.64,77.27,4.4
12/09/2018 00:00,28.69,49.76,72.93,3.83
13/09/2018 00:00,33.5,70.74,76.91,3.53
14/09/2018 00:00,41.33,93.26,81.02,4.46
15/09/2018 00:00,37.6,87.7,74.04,6.17
16/09/2018 00:00,55.15,126.89,80,4.06
17/09/2018 00:00,21.38,67.57,59.9,4.63
18/09/2018 00:00,None,108.41,67.16,5.68
19/09/2018 00:00,21.32,90.69,69.59,2.88
20/09/2018 00:00,38.35,109.28,76.22,3.79
21/09/2018 00:00,32.47,73.62,58.95,8.12
22/09/2018 00:00,22.82,50.45,52.87,9.79
23/09/2018 00:00,23.32,47.08,59.75,11.96
24/09/2018 00:00,28.9,62.72,65.19,4.39
25/09/2018 00:00,31.42,80.49,70.19,4.51
26/09/2018 00:00,40.1,88.6,70.09,5.03
27/09/2018 00:00,35.78,71.52,66.23,6.32
28/09/2018 00:00,46.17,112.02,75.15,6.72
29/09/2018 00:00,51.73,121.62,75.63,4.51
30/09/2018 00:00,70.52,143.36,80.03,10.61
01/10/2018 00:00,62.41,125.49,71.6,6.61
02/10/2018 00:00,37.25,79.33,66.54,4.68
03/10/2018 00:00,32.5,76.07,67.84,5.19
04/10/2018 00:00,36.95,77.59,68.02,4.43
05/10/2018 00:00,39.51,105.99,71.18,5.33
06/10/2018 00:00,60.19,145.89,83.3,6.53
07/10/2018 00:00,65.28,142.54,75.24,7.03
08/10/2018 00:00,66.66,152.2,80.15,9.08
09/10/2018 00:00,62.88,148.38,86.24,7.5
10/10/2018 00:00,64.54,170.72,95.36,6.37
11/10/2018 00:00,54.59,155.13,95.98,5.82
12/10/2018 00:00,58.79,158.51,86.19,5.46
13/10/2018 00:00,62.43,142.88,80.61,3.47
14/10/2018 00:00,57.85,122.51,73.11,2.97
15/10/2018 00:00,59.8,113.43,70.96,3.52
16/10/2018 00:00,56.97,105.9,64.8,3.35
17/10/2018 00:00,32.85,49.67,60.51,2.48
18/10/2018 00:00,35.27,52.62,60.08,2.25
19/10/2018 00:00,41.56,77.4,64,1.9
20/10/2018 00:00,62.03,134.52,79.69,4.39
21/10/2018 00:00,59.26,128.41,72.1,2.6
22/10/2018 00:00,66.54,142.89,75.49,6.85
23/10/2018 00:00,64.32,123.4,67.11,4.69
24/10/2018 00:00,69.73,126.48,78.46,5.43
25/10/2018 00:00,60.06,126.57,75.66,6.26
26/10/2018 00:00,53.72,135.12,84.86,6.37
27/10/2018 00:00,62.96,151.43,95.66,7.58
28/10/2018 00:00,62.41,148.73,92.68,6.11
29/10/2018 00:00,66.8,163.92,98.32,6.93
30/10/2018 00:00,64.65,143.7,101.75,5.68
31/10/2018 00:00,59.9,135.61,91.61,5.46
01/11/2018 00:00,63.66,132.92,82.27,15.87
02/11/2018 00:00,42.57,101.79,69.04,11.39
03/11/2018 00:00,24.39,58.51,58,5.13
04/11/2018 00:00,22.77,50,54.33,4.61
05/11/2018 00:00,30.27,65.43,60.14,4.95
06/11/2018 00:00,43.61,87.28,63.37,10.47
07/11/2018 00:00,53.86,100.32,62.31,8.86
08/11/2018 00:00,55.98,98.71,64.6,7.92
09/11/2018 00:00,63.65,122.22,72.08,25.86
10/11/2018 00:00,70.41,141.01,74.48,29.92
11/11/2018 00:00,63.91,141.6,79.56,39.82
12/11/2018 00:00,66.33,153.06,87.84,47.91
13/11/2018 00:00,80.11,165.3,95.28,68.24
14/11/2018 00:00,65.08,158.84,97.73,52.02
15/11/2018 00:00,60.75,149.29,92.22,49.12
16/11/2018 00:00,50.65,131.21,80.12,35.04
17/11/2018 00:00,18.86,57.82,58.42,7.36
18/11/2018 00:00,12.7,50.84,52.39,8.25
19/11/2018 00:00,22.22,61.78,60.07,9.41
20/11/2018 00:00,48.15,115.3,66.43,20.5
21/11/2018 00:00,64.41,152.84,76.63,31.25
22/11/2018 00:00,67.28,145.35,75.83,15.66
23/11/2018 00:00,73.76,159.26,82.81,41.39
24/11/2018 00:00,71.59,154.68,90.68,35.6
25/11/2018 00:00,72.36,160.92,90.85,34.3
26/11/2018 00:00,69.71,159.28,92.11,31.95
27/11/2018 00:00,73.82,160.56,89.31,15.9
28/11/2018 00:00,72.38,153.26,86.31,11.95
29/11/2018 00:00,72.88,157.64,98.87,36.78
30/11/2018 00:00,68.57,158.15,103.79,47.05
01/12/2018 00:00,72.31,156.03,93.31,31.74
02/12/2018 00:00,74.14,148.85,86.24,19.95
03/12/2018 00:00,72.88,150.65,81.65,13.85
04/12/2018 00:00,76.37,147.5,72.97,27.35
05/12/2018 00:00,61.29,110.98,64.44,14.79
06/12/2018 00:00,55.36,92.75,63.74,9.79
07/12/2018 00:00,57.45,90.74,56.68,15.95
08/12/2018 00:00,74.43,122.43,59.85,13.57
09/12/2018 00:00,78.06,122.03,55.41,12.16
10/12/2018 00:00,80.18,123.38,49.11,10.52
11/12/2018 00:00,75.56,140.52,71.51,18.31
12/12/2018 00:00,76.35,128.03,56.11,16.07
13/12/2018 00:00,74.73,116.88,58.6,8.39
14/12/2018 00:00,76.01,130.77,63.12,11.37
15/12/2018 00:00,74.23,141.5,61.88,29.72
16/12/2018 00:00,77.31,163.38,75.95,28.43
17/12/2018 00:00,66.37,142.53,77.77,37.46
18/12/2018 00:00,28.56,56.1,66.12,35.02
19/12/2018 00:00,33.39,71.29,67.81,28.92
20/12/2018 00:00,50.46,108.79,70.78,34.78
21/12/2018 00:00,61.11,123.8,83.25,45.92
22/12/2018 00:00,68.83,142.25,80.81,22.16
23/12/2018 00:00,76.88,140.36,59.45,10.14
24/12/2018 00:00,76.77,166.17,69.73,24.84
25/12/2018 00:00,70.26,146.4,56.49,12.62
26/12/2018 00:00,63.22,103.2,40.77,10.4
27/12/2018 00:00,68.57,152.4,56.3,22.27
28/12/2018 00:00,67.98,159.21,67.58,30.24
29/12/2018 00:00,69.4,150.83,63.48,44.19
30/12/2018 00:00,71.6,153,58.05,42.53
31/12/2018 00:00,65.27,146.96,62.42,36.04
01/01/2019 00:00,64.34,164.72,65.67,32.57
02/01/2019 00:00,71.62,144.94,61.16,20.34
03/01/2019 00:00,67.89,124.88,57.18,31.52
04/01/2019 00:00,68.63,163.01,60.39,17.25
05/01/2019 00:00,68.42,122.78,43.43,9.51
06/01/2019 00:00,74.89,140.68,37.78,8.16
07/01/2019 00:00,74.41,160.08,49.65,26.36
08/01/2019 00:00,76.51,167.3,65.8,35.98
09/01/2019 00:00,73.26,161.25,81.02,49.6
10/01/2019 00:00,74.17,167.36,75.2,20.37
11/01/2019 00:00,72.98,136.08,50.88,10.84
12/01/2019 00:00,77.78,144.5,40.66,7.09
13/01/2019 00:00,71.98,114.93,34.73,6.97
14/01/2019 00:00,74.54,131.17,41.23,6.61
15/01/2019 00:00,76.03,153.43,53.57,24.61
16/01/2019 00:00,76.01,157.88,51.72,33.65
17/01/2019 00:00,72.56,156.16,63.08,19.54
18/01/2019 00:00,74.83,152.18,59.24,24.33
19/01/2019 00:00,80.33,158.31,59.35,19.2
20/01/2019 00:00,67.94,145.47,68.06,24.13
21/01/2019 00:00,60.71,109.55,39.08,10.39
22/01/2019 00:00,43.88,78.31,33.68,6.55
23/01/2019 00:00,57.46,97.79,40.59,5.35
24/01/2019 00:00,54.6,103.53,37.68,8.75
25/01/2019 00:00,33.62,66.44,24.06,9.48
26/01/2019 00:00,40.09,63.69,32.97,16.42
27/01/2019 00:00,61.34,89.53,39.21,34.73
28/01/2019 00:00,73.9,109.58,44.46,23.49
29/01/2019 00:00,68.52,136.71,60.64,29.33
30/01/2019 00:00,65.01,127.48,60.38,33.14
31/01/2019 00:00,66.61,123.99,58.98,24.13
01/02/2019 00:00,65.55,109.75,47.65,8.34
02/02/2019 00:00,61.45,112.39,46.72,19.34
03/02/2019 00:00,61.68,105.81,43,8.05
04/02/2019 00:00,63.46,110.92,44.24,10.57
05/02/2019 00:00,65.65,120.98,44.35,17.08
06/02/2019 00:00,63.32,112.86,37.88,10.34
07/02/2019 00:00,59.03,98.65,25.81,6.59
08/02/2019 00:00,60.21,152.95,51.83,29.06
09/02/2019 00:00,67.42,173.53,53.42,29.95
10/02/2019 00:00,71.53,172.52,58.38,52.46
11/02/2019 00:00,60.49,118.1,35.6,11.44
12/02/2019 00:00,62.72,114.97,41.02,6.84
13/02/2019 00:00,65.55,144.52,54.94,9.03
14/02/2019 00:00,60.1,115.35,35.37,5.45
15/02/2019 00:00,29.45,62.16,25.84,5.8
16/02/2019 00:00,51.17,119.51,51.8,26.56
17/02/2019 00:00,48.61,106.1,44.52,23.13
18/02/2019 00:00,71.96,149.82,59.33,24.03
19/02/2019 00:00,55.08,108.03,37.56,9.67
20/02/2019 00:00,31.61,72.22,29.91,5.34
21/02/2019 00:00,34.12,78.06,38.01,7.01
22/02/2019 00:00,41.01,88.83,48.42,12.19
23/02/2019 00:00,57.88,127.23,62.15,14.41
24/02/2019 00:00,44.78,94.48,48.69,12.82
25/02/2019 00:00,53.88,123.51,49,36.13
26/02/2019 00:00,64.2,156.65,71.88,30.26
27/02/2019 00:00,71.59,165.77,79.05,32.61
28/02/2019 00:00,59.86,147.99,57.05,29.42
01/03/2019 00:00,58.2,130.05,61.49,26.04
02/03/2019 00:00,28.18,61.95,26.93,6.26
03/03/2019 00:00,32.21,67.27,27.2,8.1
04/03/2019 00:00,41.55,101.56,42.63,23.75
05/03/2019 00:00,69.08,169.54,63.32,39.81
06/03/2019 00:00,64.93,172.96,85.59,59.11
07/03/2019 00:00,73.62,170.67,82.8,50.85
08/03/2019 00:00,76.66,166.3,62.99,41.18
09/03/2019 00:00,52.47,114.28,48.41,5.56
10/03/2019 00:00,None,None,None,None
11/03/2019 00:00,38.81,100.36,31.99,4.08
12/03/2019 00:00,46.93,104.34,33.48,6.08
13/03/2019 00:00,40.97,115.23,32.05,6.66
14/03/2019 00:00,40.5,104.82,37.94,10.7
15/03/2019 00:00,46.59,110.69,41.1,13.5
16/03/2019 00:00,39.19,97.01,34.67,6.1
17/03/2019 00:00,37.56,87.84,34.3,7.8
18/03/2019 00:00,38.12,90.74,44.09,17.41
19/03/2019 00:00,30.84,70.76,41.46,6.56
20/03/2019 00:00,39.2,81.08,37.25,7.46
21/03/2019 00:00,33.4,None,43.3,1.6
22/03/2019 00:00,34.61,109.23,45.43,21.54
23/03/2019 00:00,43.12,106.36,53.75,15.8
24/03/2019 00:00,52.11,116.81,48.82,18.76
25/03/2019 00:00,51.04,119.22,52.34,9.71
26/03/2019 00:00,49.87,110.46,52.37,12.82
27/03/2019 00:00,51.88,112.19,57.61,9.68
28/03/2019 00:00,51.8,130.95,57.72,22.79
29/03/2019 00:00,53.34,134.58,57.16,18.78
30/03/2019 00:00,55.02,131.45,50.25,7.65
31/03/2019 00:00,44.2,115.38,57.35,5.34
01/04/2019 00:00,31.12,105.67,51.88,5.91
02/04/2019 00:00,37.28,106.41,47.17,5.09
03/04/2019 00:00,40.43,105.42,42.95,4.79
04/04/2019 00:00,39.93,102.48,41.62,5.19
05/04/2019 00:00,30.61,87.55,43.98,7.74
06/04/2019 00:00,31.14,72.31,42.61,6.5
07/04/2019 00:00,28.73,77.66,37.12,4.05
08/04/2019 00:00,27.17,72.92,39.18,4.26
09/04/2019 00:00,30.47,74.23,46.13,4.61
10/04/2019 00:00,29.81,71.9,45.29,4.35
11/04/2019 00:00,25.43,76.78,46.92,4.13
12/04/2019 00:00,30.79,88.21,43.33,12.05
13/04/2019 00:00,26.45,74.44,49.25,4.01
14/04/2019 00:00,43.26,107.97,54.16,6.85
15/04/2019 00:00,37.44,104.74,52.41,5.15
16/04/2019 00:00,37.78,109.55,51.88,9.38
17/04/2019 00:00,34.04,93.55,48.79,5.15
18/04/2019 00:00,39.51,113.97,52.84,7.13
19/04/2019 00:00,25.5,58.74,42.64,2.98
20/04/2019 00:00,23.31,50.41,39.57,3.47
21/04/2019 00:00,25.02,54.73,41.29,3.22
22/04/2019 00:00,26.13,59.38,42.41,3.29
23/04/2019 00:00,27.23,85.15,35.85,4.82
24/04/2019 00:00,24.83,64.91,33.52,4.08
25/04/2019 00:00,26.87,83.53,35.75,4.41
26/04/2019 00:00,35.2,105.18,40.52,8.61
27/04/2019 00:00,45.32,144.51,46.89,7.8
28/04/2019 00:00,40.27,103.22,37.71,6.96
29/04/2019 00:00,43.76,94.77,41.1,7.25
30/04/2019 00:00,36.73,94.76,38.76,5.04
01/05/2019 00:00,38.51,114.44,41.74,7.16
02/05/2019 00:00,38.78,148.17,45.59,5.79
03/05/2019 00:00,31.59,146.64,40.93,3.72
04/05/2019 00:00,27.29,126.56,42.98,5.82
05/05/2019 00:00,36.95,132.54,50.9,14.35
06/05/2019 00:00,43.35,140.82,48.02,19.74
07/05/2019 00:00,54.01,147.56,40.03,19.66
08/05/2019 00:00,49.56,162.39,31.23,19.51
09/05/2019 00:00,49.82,156.68,34.28,28.29
10/05/2019 00:00,45.42,148.5,29.25,26.81
11/05/2019 00:00,47.8,144.41,20.22,20.51
12/05/2019 00:00,42.58,89.42,20.1,7.19
13/05/2019 00:00,44.47,112.01,22.19,8.41
14/05/2019 00:00,38.22,109.6,15.98,5.68
15/05/2019 00:00,41.28,109.61,16.09,9.22
16/05/2019 00:00,41,117.56,22.02,22.53
17/05/2019 00:00,38.98,125.15,15.85,8.24
18/05/2019 00:00,50.72,152,15.68,20.8
19/05/2019 00:00,50.99,164.5,15.12,21.95
20/05/2019 00:00,47.72,121.15,9.1,8.61
21/05/2019 00:00,41.71,106.54,7.23,6.62
22/05/2019 00:00,35.36,88.69,8.05,5.6
23/05/2019 00:00,40.76,89.93,8.64,4.06
24/05/2019 00:00,40,92.07,0.78,6
25/05/2019 00:00,47.02,132.8,31.63,11.14
26/05/2019 00:00,50.37,147.88,62.75,15.89
27/05/2019 00:00,41.65,127.96,53.36,9.09
28/05/2019 00:00,41.38,132.4,59.01,6.35
29/05/2019 00:00,47.04,148.48,62.38,13.48
30/05/2019 00:00,41.67,117.47,36.64,9.95
31/05/2019 00:00,25.91,94.4,30.93,4.93
01/06/2019 00:00,31.06,82.97,37.27,4.21
02/06/2019 00:00,36.3,109.14,36.91,5.62
03/06/2019 00:00,24.97,70.46,30.68,5.53
